19 21 17 , 25 27 23 , 18 20 , 26 28 30 22 24 , 19 21 23 17 15 , 25 27 29 8 , 18 20 22 16 , 26 28 30 , 19 21 23 17 , 25 27 29 , 18 20 22 16 , 26 28 30 24 17 , 19 21 23 , 25 27 29 17 , 18 20 22 , 26 28 , 19 21 23 17 30 , 25 27 , 22 20 , 26 28 30 24 17 , 19 21 23 1 , 25 27 , 18 20 22 , 26 28 30 , 23 19 21 , 25 27 , 18 20 , 26 30 24 , 19 21 23 17 28 , 25 27 23 29 16 , 18 20 22 , 26 28 30 24 , 19 21 , 25 27 29 23 , 18 20 , 26 28 24 , 18 22 20 , 25 27 , 18 20 , 26 28 , 19 21 23 30 , 25 27 29 17 , 21 19 , 26 28 24 , 19 21 , 25 27 29 23 , 18 20 , 26 28 30 24 7 , 19 21 23 17 29 , 25 27 , 
10 12 , 2 6 4 , 11 9 , 3 5 7 , 10 12 14 1 , 4 6 , 11 13 , 7 5 , 14 9 , 4 6 , 11 13 15 8 2 , 3 5 7 9 1 , 10 12 14 3 15 , 4 6 8 1 , 11 13 15 , 3 5 7 1 9 , 10 12 14 16 , 4 7 1 , 11 13 9 , 3 5 7 15 , 10 12 14 8 , 4 6 29 , 11 13 15 2 9 , 7 5 , 10 12 14 16 3 , 4 6 8 29 1 , 11 13 15 9 22 , 3 5 7 1 15 , 10 12 14 6 8 , 3 5 15 1 , 11 13 7 9 , 3 5 , 10 12 1 8 , 4 6 2 , 9 11 , 3 5 7 1 15 , 10 13 8 30 , 4 6 15 2 , 11 13 23 30 9 , 3 5 7 1 , 10 12 , 4 6 15 2 8 , 11 13 15 9 1 , 7 5 , 10 12 15 1 , 2 6 8 17 4 , 11 13 9 15 1 , 3 5 7 9 16 , 10 12 14 1 , 4 6 8 2 30 , 
24 26 28 30 22 , 16 18 20 , 23 25 27 29 13 , 17 19 21 , 24 26 28 30 , 16 18 20 22 8 , 29 24 27 1 , 17 19 21 , 24 26 28 30 , 29 18 20 16 22 , 27 25 , 23 19 21 17 , 24 26 28 30 , 16 18 20 22 , 29 25 27 30 , 17 19 21 1 23 , 22 26 28 24 30 , 20 18 , 23 25 27 , 17 19 21 30 28 , 24 26 1 , 20 18 , 23 25 , 28 19 21 30 , 24 26 , 20 18 , 23 25 27 30 , 17 19 21 , 24 26 28 22 30 , 16 18 20 29 22 , 27 25 , 17 19 21 15 30 , 24 26 , 16 18 20 29 14 , 23 25 27 30 21 , 17 19 , 24 26 28 21 , 16 18 20 1 22 , 29 25 27 , 15 19 21 17 , 24 26 28 30 , 22 18 20 , 23 25 27 29 , 17 19 21 30 3 , 24 26 28 22 30 , 18 29 20 , 23 25 27 , 17 19 21 30 28 , 24 26 22 , 16 18 20 22 28 , 
5 3 , 9 11 1 7 , 3 5 , 15 10 , 4 2 , 6 11 , 2 4 13 30 , 8 10 12 15 6 , 1 3 , 9 11 13 6 15 , 2 4 , 7 10 12 , 14 3 5 , 9 11 , 6 4 , 8 10 12 14 16 , 15 3 5 7 , 9 11 13 15 , 2 4 6 , 8 10 12 , 6 4 , 9 11 13 30 28 , 3 5 7 16 1 , 8 10 12 14 , 2 4 6 , 9 11 13 , 2 4 6 16 , 8 10 12 14 , 1 3 5 , 13 11 , 2 4 6 , 8 12 10 , 1 3 5 , 9 11 13 , 2 4 6 , 8 10 12 14 , 5 3 , 9 11 14 6 , 8 4 , 12 10 , 1 3 5 7 , 9 11 13 16 , 8 4 6 1 14 , 8 10 12 16 18 , 1 3 5 14 7 , 9 11 , 1 5 7 13 3 , 8 10 12 15 , 1 3 5 7 14 , 9 11 13 30 7 , 
19 21 15 17 29 , 25 27 , 18 20 , 7 29 24 , 19 21 , 25 27 16 , 18 20 23 , 25 27 , 19 21 23 17 30 , 16 26 28 8 24 , 18 20 22 30 24 , 26 28 , 19 21 23 16 30 , 25 27 , 18 20 22 2 , 26 28 30 24 , 19 21 23 17 1 , 25 27 29 , 22 20 , 29 26 , 19 21 17 15 , 14 27 29 23 25 , 18 20 22 16 , 26 28 30 24 , 19 21 23 17 15 , 25 27 29 , 18 20 22 24 1 , 26 28 30 , 19 21 23 17 15 , 25 27 29 9 , 16 20 , 26 28 30 24 , 19 17 22 , 25 27 29 , 18 20 22 16 1 , 26 28 30 , 19 21 23 17 , 25 27 29 1 , 16 20 22 18 , 26 28 30 24 14 , 19 21 17 , 25 27 29 18 23 , 20 22 , 26 28 24 , 19 21 , 25 27 29 16 23 , 18 20 22 , 26 28 30 24 , 19 21 23 17 1 , 25 27 16 , 
10 12 , 4 6 8 2 , 11 13 9 , 3 5 , 10 12 14 1 , 4 6 8 30 2 , 11 13 9 , 3 5 7 , 10 12 14 1 , 4 6 , 11 13 15 9 2 , 3 5 7 1 , 10 12 14 , 4 6 8 , 11 13 15 9 1 , 3 5 7 30 , 10 12 14 1 , 4 6 8 30 , 11 13 , 3 5 7 , 10 12 , 4 6 8 2 30 , 11 13 9 , 3 5 7 1 , 10 12 14 8 , 4 6 , 11 13 , 3 5 7 9 , 1 12 , 4 6 , 11 13 , 3 5 7 9 , 10 12 14 , 4 6 , 11 13 9 , 3 5 , 12 10 , 4 6 2 , 11 13 9 , 3 5 7 , 10 12 8 1 , 4 6 2 , 11 13 9 , 3 5 7 15 17 , 10 12 , 4 6 8 2 , 11 13 , 4 6 8 , 10 12 14 , 4 6 8 2 30 , 
24 26 28 30 22 , 16 18 20 26 14 , 23 25 28 30 21 , 17 19 , 24 26 28 22 , 16 18 20 , 22 24 26 15 28 , 17 19 , 24 26 28 22 , 30 18 20 , 23 25 27 , 17 19 21 30 , 24 26 , 29 18 20 , 23 25 27 , 17 19 21 , 24 26 28 , 16 18 20 , 23 25 27 1 , 17 19 21 30 15 , 24 26 28 22 , 16 18 20 , 23 25 27 , 17 19 21 30 15 , 24 26 28 , 16 18 20 30 22 , 23 25 27 1 , 17 19 21 30 , 28 26 , 22 18 20 30 , 29 25 27 , 17 19 21 23 15 , 24 26 28 1 30 , 16 18 20 8 22 , 23 25 27 29 1 , 17 19 21 7 , 24 26 28 , 15 18 20 30 22 , 23 25 27 29 , 17 19 21 15 30 , 24 26 28 22 30 , 16 18 20 , 23 25 27 29 , 1 19 21 30 , 24 26 28 14 22 , 16 18 20 , 29 25 27 , 17 19 21 30 , 24 26 28 22 , 16 18 20 22 , 
7 3 5 1 , 9 11 13 15 7 , 2 4 , 8 10 12 16 14 , 5 3 1 7 , 9 11 , 6 13 4 , 8 10 , 1 3 5 14 12 , 16 9 , 11 4 6 , 8 10 13 15 1 , 5 3 , 9 11 7 1 16 , 2 13 6 15 4 , 8 10 12 30 , 5 3 , 9 11 14 , 2 4 6 , 12 10 , 1 3 5 7 , 9 11 13 30 15 , 1 2 6 4 8 , 8 10 12 14 , 1 3 5 7 , 9 11 13 , 2 4 6 14 , 8 10 12 15 , 1 3 5 23 , 9 11 14 16 7 , 2 1 6 13 4 , 8 10 , 1 3 5 30 12 , 9 11 13 15 6 , 2 4 , 14 10 12 , 5 3 , 9 11 13 1 , 1 5 7 3 , 8 10 12 14 , 1 3 5 7 24 , 9 11 13 15 , 2 4 6 , 8 10 12 16 , 5 3 , 9 11 1 30 7 , 2 4 6 13 23 , 8 10 12 15 , 1 3 5 7 14 , 9 11 , 
19 21 23 29 17 , 25 27 , 18 20 23 , 26 28 30 , 19 21 23 , 25 27 29 16 , 18 20 22 , 26 28 30 24 17 , 19 21 23 , 25 27 29 , 18 20 22 24 , 26 28 , 19 21 23 , 25 27 29 , 18 20 22 , 26 28 , 19 21 23 17 , 25 27 16 29 , 18 20 23 , 8 28 30 15 , 19 23 25 17 21 , 29 27 , 18 20 22 16 25 , 26 28 30 24 , 19 21 , 25 27 30 23 16 , 18 20 22 1 29 , 26 28 30 17 24 , 19 21 , 25 27 29 , 18 20 22 24 , 26 28 16 , 19 21 23 17 25 , 29 27 , 18 20 22 24 , 26 28 30 , 16 19 21 , 25 27 29 18 23 , 18 20 22 24 16 , 26 28 , 19 21 23 17 30 , 25 27 29 , 18 20 22 1 24 , 26 28 30 , 19 21 23 14 17 , 25 27 , 18 20 , 26 28 30 , 19 21 24 17 , 16 27 29 23 25 , 
10 12 , 2 6 , 11 13 9 , 3 5 7 1 , 10 12 14 , 4 6 30 2 , 11 13 15 7 9 , 3 5 , 10 12 14 1 8 , 4 6 16 14 2 , 11 1 13 9 , 3 5 7 30 15 , 10 12 14 1 8 , 4 6 16 2 , 11 13 , 3 5 7 30 1 , 10 12 14 , 4 6 8 30 2 , 11 13 , 5 3 , 10 12 , 6 4 , 11 9 14 , 3 5 7 1 , 10 12 , 4 6 8 , 12 14 2 10 , 3 5 7 15 , 10 12 , 4 6 , 11 13 15 9 , 3 5 7 1 30 , 10 12 14 , 3 5 , 11 13 1 9 7 , 3 5 , 10 12 14 1 8 , 4 6 8 2 30 , 11 13 15 , 30 5 7 2 9 , 10 12 14 1 4 , 3 6 8 16 , 11 13 , 3 5 7 9 , 1 12 , 4 6 , 11 13 1 9 , 3 5 7 15 , 10 12 14 1 , 4 6 8 30 2 , 
24 26 28 30 , 16 18 20 22 , 27 25 , 17 19 21 30 , 24 26 28 16 , 22 18 20 , 27 25 , 17 19 22 30 , 24 26 28 21 , 23 17 19 30 , 21 25 27 , 17 19 21 23 30 , 24 26 28 , 30 18 20 22 , 27 25 , 17 19 23 , 24 26 28 21 15 , 16 18 20 24 22 , 22 25 27 15 29 , 17 19 , 24 26 28 30 22 , 20 18 , 23 25 27 29 , 17 19 21 , 24 26 28 14 30 , 16 18 , 23 25 27 29 20 , 17 19 21 8 30 , 22 26 28 24 1 , 20 18 , 23 25 27 , 21 19 , 24 26 28 16 , 16 18 20 30 22 , 23 25 27 29 15 , 17 14 21 30 19 , 24 26 28 22 16 , 24 18 20 , 22 26 28 , 17 19 21 24 , 24 26 28 22 , 20 18 , 23 25 27 29 1 , 17 19 21 30 15 , 24 26 28 , 16 20 , 23 25 27 , 17 19 21 , 24 26 28 , 16 18 20 22 , 
1 3 5 14 7 , 9 11 , 14 4 6 , 8 10 12 , 1 3 5 14 , 9 11 , 8 4 6 13 2 , 15 10 12 , 1 3 5 7 , 9 11 13 15 , 2 6 , 8 10 12 , 1 3 5 14 , 9 11 , 15 4 6 , 8 10 12 30 , 1 3 5 , 9 11 13 30 7 , 2 4 6 1 9 , 8 10 12 14 , 1 3 5 7 , 9 11 13 15 , 2 4 6 8 30 , 12 10 , 1 3 5 7 , 9 11 , 2 4 6 13 , 14 10 12 16 , 5 3 , 9 11 13 15 , 2 4 6 30 , 8 10 12 , 7 3 5 14 , 9 11 13 1 , 2 4 6 8 , 12 10 , 1 3 5 7 , 9 11 13 30 15 , 3 1 6 30 4 , 16 10 12 8 14 , 1 3 5 7 30 , 9 11 13 15 6 , 2 4 , 7 10 12 , 1 3 5 , 8 11 14 , 2 4 6 30 , 12 10 , 30 3 5 7 , 9 11 13 7 , 
19 21 23 29 17 , 25 27 , 18 20 22 16 1 , 26 28 24 , 19 21 , 25 27 29 23 16 , 18 20 22 30 , 26 28 24 17 , 19 21 30 1 , 25 27 23 16 29 , 18 20 22 , 26 28 30 , 19 21 24 16 , 29 27 , 18 20 22 24 1 , 26 28 , 19 21 23 17 15 , 25 27 , 18 20 22 16 , 26 28 30 24 , 19 21 23 17 29 , 25 27 , 18 20 22 , 26 28 , 19 21 17 , 25 27 29 , 18 20 22 15 , 26 28 30 24 8 , 19 21 23 1 , 25 27 29 16 7 , 18 20 22 24 , 26 28 , 19 21 24 30 17 , 26 28 , 18 20 , 25 27 29 , 19 21 23 17 , 25 27 , 18 20 , 26 28 24 , 19 21 23 17 , 25 27 , 18 20 22 , 26 28 30 24 , 17 19 , 22 27 , 18 20 , 28 26 , 19 21 1 17 15 , 25 27 29 23 , 
10 12 2 8 , 4 6 , 11 9 , 3 5 7 14 30 , 10 12 , 4 6 14 2 , 11 13 7 9 1 , 3 5 , 10 12 14 8 , 4 6 , 11 13 9 , 3 5 7 1 , 10 12 14 8 , 4 6 , 11 13 15 9 , 3 5 7 , 10 12 1 , 29 6 , 11 13 , 3 5 7 9 1 , 10 12 14 16 , 6 4 , 13 11 , 3 5 7 15 1 , 10 12 14 8 , 4 6 , 11 13 1 , 3 6 , 10 12 , 4 6 8 14 2 , 11 13 1 9 30 , 3 5 7 , 10 12 14 1 , 4 6 8 2 16 , 11 13 15 9 , 3 5 7 , 14 12 , 4 6 2 , 11 13 1 22 9 , 3 5 7 9 30 , 10 12 14 1 15 , 4 6 8 29 2 , 11 13 15 9 , 3 5 1 , 12 10 , 7 4 , 11 13 9 , 3 5 , 10 12 14 8 , 4 6 , 
24 15 28 30 22 , 16 18 20 , 22 25 27 , 17 1 , 24 26 , 16 18 20 29 22 , 30 25 27 , 17 19 21 , 28 26 , 16 18 20 , 23 25 27 29 21 , 17 19 , 24 26 28 30 22 , 1 18 20 , 23 25 27 30 , 17 19 21 , 24 26 , 22 18 20 , 23 25 27 , 30 19 , 24 26 28 , 20 18 , 23 25 27 30 , 17 19 21 30 28 , 24 26 22 , 16 18 20 , 23 25 27 29 , 17 19 15 8 , 24 26 28 30 21 , 16 18 , 23 25 27 29 20 , 17 19 21 15 23 , 24 26 28 30 , 22 18 20 , 23 25 27 29 , 17 19 21 , 24 26 28 30 , 16 18 20 , 23 25 27 29 15 , 17 7 19 21 30 , 24 26 28 16 , 22 18 20 30 , 23 25 27 , 17 19 21 , 24 26 28 14 , 16 18 20 22 , 23 25 27 29 , 17 19 21 30 15 , 24 26 28 22 1 , 16 18 20 30 24 , 
1 3 5 7 26 , 9 11 13 , 4 6 , 15 30 12 , 5 3 , 8 11 13 , 6 4 , 14 10 12 , 1 3 5 7 , 9 11 13 15 , 2 4 6 , 8 10 12 , 5 3 , 9 11 13 , 2 15 6 4 8 , 28 10 12 14 16 , 1 3 5 30 7 , 9 11 13 15 29 , 2 4 6 , 8 10 12 14 16 , 1 3 5 22 , 9 11 13 15 7 , 1 5 7 23 3 , 8 10 12 14 16 , 14 4 6 2 , 9 11 , 2 5 , 7 10 12 , 1 3 5 14 22 , 9 11 , 13 4 6 1 , 8 10 12 15 3 , 1 3 5 7 , 9 11 13 15 , 2 4 6 , 8 10 12 14 , 1 3 5 7 23 , 9 11 13 , 2 4 , 8 10 12 , 1 3 5 14 , 9 11 13 7 , 2 4 6 14 , 8 10 12 30 15 , 1 3 5 7 , 9 11 , 8 4 6 13 2 , 12 10 , 1 3 5 7 , 9 11 13 15 , 
19 21 17 , 23 29 , 18 20 , 26 28 24 , 19 21 23 17 , 25 27 , 18 20 22 16 , 26 28 30 24 , 19 21 23 17 1 , 25 27 29 , 18 20 22 1 24 , 26 28 30 17 , 19 21 23 15 , 25 27 29 17 , 18 20 22 24 , 26 28 , 19 21 23 17 1 , 25 27 29 , 18 20 22 , 26 28 30 24 7 , 19 21 , 25 27 29 17 , 19 21 , 26 28 30 , 19 21 23 17 1 , 25 27 30 29 8 , 18 20 22 14 16 , 26 28 30 24 , 18 20 , 25 27 29 16 23 , 18 20 22 30 , 26 28 24 , 19 21 23 30 17 , 25 27 , 18 20 22 30 16 , 26 28 , 19 21 24 17 30 , 25 27 29 15 , 18 20 22 , 26 28 30 16 24 , 19 21 , 25 27 29 23 , 18 20 22 1 16 , 9 28 30 26 24 , 19 21 23 14 17 , 16 27 25 29 30 , 18 20 22 15 24 , 26 28 30 17 15 , 19 21 23 29 17 , 25 27 , 
10 12 14 , 4 6 8 2 , 11 13 9 , 3 5 7 1 15 , 10 12 14 30 , 4 6 8 1 , 2 13 29 9 11 , 7 5 , 11 13 15 , 4 6 8 , 11 13 15 9 , 3 5 , 10 12 14 1 8 , 4 6 2 30 , 11 13 1 9 7 , 3 5 7 30 15 , 10 12 14 , 4 6 8 2 , 11 13 15 9 1 , 3 5 , 10 12 , 4 6 8 2 30 , 11 13 15 9 , 3 5 7 , 15 12 , 4 6 , 11 13 , 3 5 7 9 1 , 10 12 14 , 4 6 8 2 1 , 11 13 , 3 5 7 15 , 10 12 14 8 , 4 2 , 11 13 7 9 , 3 5 , 10 12 14 1 8 , 4 6 9 2 , 11 13 , 3 5 8 1 , 10 12 14 7 , 4 6 9 2 30 , 11 13 , 3 5 , 1 12 , 4 6 8 2 11 , 10 13 , 3 5 7 1 , 9 11 13 , 4 6 2 , 
24 26 28 30 , 16 18 20 30 22 , 29 25 27 , 17 19 21 , 24 26 28 22 , 16 18 20 , 27 25 , 17 19 21 , 24 26 28 , 22 18 20 , 29 25 27 , 17 19 21 30 23 , 24 26 28 20 22 , 16 18 , 23 25 27 21 , 17 19 15 30 28 , 24 26 22 , 30 18 20 , 23 25 27 29 21 , 17 19 30 , 24 26 28 14 22 , 16 18 20 23 , 27 25 , 18 20 22 , 24 26 28 30 1 , 9 18 20 22 , 23 25 27 15 29 , 17 19 21 , 24 26 28 22 30 , 16 18 20 , 30 25 27 29 23 , 17 19 1 21 , 24 26 28 30 22 , 16 18 20 , 15 25 27 , 17 19 21 30 23 , 24 26 28 14 16 , 22 18 20 30 , 23 25 27 , 17 19 21 30 , 24 26 28 15 22 , 16 18 20 , 22 24 26 , 17 19 , 23 25 , 27 18 20 , 22 24 , 17 19 , 24 26 28 30 , 16 18 20 22 24 , 
1 3 5 7 , 9 11 13 15 7 , 1 3 5 23 , 7 10 12 30 14 , 1 3 5 , 8 10 12 30 , 23 4 6 14 2 , 8 10 12 30 , 1 3 5 7 14 , 8 10 12 30 16 , 2 1 6 14 4 , 8 10 12 16 , 1 3 5 7 14 , 9 11 30 , 2 8 6 4 13 , 12 10 , 1 3 5 , 9 11 13 7 16 , 1 5 16 14 3 , 7 10 12 , 1 3 5 8 , 9 11 13 7 30 , 1 5 14 3 , 8 10 12 16 6 , 1 3 5 14 , 9 11 13 16 7 , 2 4 6 14 , 8 10 12 , 5 3 , 9 11 14 1 7 , 2 4 6 13 , 8 10 12 15 , 5 3 , 9 11 , 2 4 6 , 8 10 12 , 1 3 5 14 7 , 9 11 , 2 4 6 13 15 , 8 10 , 5 3 , 1 11 13 7 30 , 2 4 6 , 8 10 12 14 28 , 5 3 , 9 11 13 30 , 2 4 6 15 , 8 10 , 1 3 5 12 14 , 9 11 15 7 , 
19 21 23 17 , 25 27 29 , 18 20 22 16 , 15 28 26 24 9 , 19 21 17 , 25 27 , 18 20 22 , 26 28 16 24 , 19 21 23 17 , 25 27 29 , 18 20 22 24 , 26 28 30 17 24 , 19 21 23 , 27 25 , 18 20 22 , 26 28 30 24 15 , 19 21 23 14 17 , 25 27 29 , 18 20 23 , 26 28 30 , 19 21 23 17 15 , 25 27 29 , 18 20 22 15 , 26 28 30 24 17 , 19 21 , 25 27 29 23 18 , 22 20 , 26 28 , 19 21 30 16 , 25 27 29 17 23 , 19 21 30 , 28 26 , 18 20 22 , 25 27 29 16 , 18 20 22 14 30 , 26 28 30 16 24 , 19 21 17 , 25 27 22 16 29 , 18 20 23 , 26 28 30 , 19 21 24 17 15 , 25 27 29 16 9 , 18 20 22 24 , 26 28 30 16 , 19 21 23 1 , 25 27 29 16 7 , 18 21 23 , 26 28 30 , 19 21 23 , 25 27 29 18 , 
10 12 14 8 , 4 6 8 2 , 11 13 , 4 6 , 1 11 13 , 3 5 , 11 13 9 , 3 6 1 15 30 , 10 12 14 5 8 , 4 2 , 11 13 15 9 , 3 5 7 1 15 , 10 12 8 , 4 6 , 13 11 , 3 5 7 , 10 12 , 4 6 8 16 2 , 11 13 15 9 , 4 6 , 8 12 10 , 4 6 30 2 , 11 13 7 9 , 3 5 8 1 , 10 12 , 4 6 16 2 , 11 13 15 9 , 3 5 7 1 , 10 12 , 4 6 8 2 , 11 13 15 9 1 , 3 5 , 14 10 , 4 6 8 12 1 , 15 13 11 9 , 3 5 7 1 , 10 12 14 , 4 6 8 2 , 11 13 , 3 5 7 , 10 12 14 22 1 , 4 6 8 30 2 , 11 13 , 6 8 , 10 12 14 , 3 5 , 11 13 9 1 , 5 7 , 10 12 2 , 4 6 8 16 30 , 
24 26 28 17 30 , 16 18 20 22 1 , 23 25 27 15 29 , 17 19 21 30 8 , 24 26 28 14 , 16 18 20 22 7 , 25 27 , 17 21 , 24 26 28 , 22 18 20 , 23 25 27 30 , 17 19 21 28 , 24 26 , 16 18 20 29 22 , 1 25 27 23 , 17 21 , 28 26 , 30 18 20 24 , 22 25 27 29 1 , 17 19 21 , 24 14 , 16 20 , 23 25 27 , 17 19 21 30 15 , 24 26 28 , 20 18 , 23 25 , 17 21 19 28 , 24 26 , 30 18 20 22 , 23 25 27 29 , 17 19 21 30 7 , 28 24 , 17 19 21 , 23 25 27 29 , 17 19 21 , 28 26 , 20 18 , 23 25 27 30 , 17 19 , 24 26 28 , 16 18 20 , 23 25 27 15 21 , 17 19 30 , 24 26 , 20 22 , 15 27 , 17 19 30 , 24 26 28 22 14 , 20 18 , 
7 3 5 , 9 11 13 , 2 4 6 14 , 8 10 12 , 1 3 5 , 9 11 , 2 4 , 8 10 12 , 1 3 5 14 , 9 11 13 7 16 , 2 4 6 , 12 10 , 1 3 5 14 7 , 9 11 13 30 , 2 4 6 14 , 8 10 12 30 , 1 14 5 , 9 11 , 8 4 6 15 13 , 12 10 , 1 3 5 7 , 29 11 9 , 2 4 6 , 8 10 12 , 1 3 , 9 11 13 7 , 2 4 , 30 10 12 14 , 1 3 5 7 , 9 11 13 , 2 4 6 14 16 , 12 10 , 5 3 , 9 11 13 , 2 4 6 , 8 10 12 14 , 1 3 5 24 7 , 9 16 , 2 4 6 13 , 8 10 12 15 , 1 4 6 22 14 , 9 11 13 30 7 , 1 5 7 3 , 12 10 , 2 4 , 9 11 13 29 , 2 4 6 , 12 10 , 1 3 5 7 , 9 11 , 
19 21 , 25 27 29 16 23 , 18 20 22 , 26 28 30 , 19 21 23 17 15 , 25 27 29 13 , 18 20 22 6 16 , 26 28 30 24 , 19 21 , 25 27 29 23 , 18 20 , 26 28 30 , 19 21 23 17 , 16 27 29 25 11 , 18 20 22 , 26 28 24 16 , 19 21 7 3 , 25 27 29 23 , 2 20 , 26 28 30 , 17 19 21 23 , 25 27 , 18 20 22 16 14 , 26 28 30 24 , 19 21 5 17 15 , 25 27 29 , 16 20 22 , 26 28 24 , 19 21 , 29 25 27 , 22 20 , 26 8 28 , 19 21 23 1 17 , 25 27 29 15 , 18 20 22 , 26 28 30 16 , 19 21 , 11 27 29 15 , 18 20 22 24 , 26 28 30 , 19 3 24 17 21 , 25 27 29 9 11 , 18 20 22 16 , 26 28 14 , 19 21 23 7 17 , 25 27 , 18 20 23 16 , 30 28 , 23 21 , 25 27 29 , 
